customerID,Churn,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,Charges.Monthly,Charges.Total,Churn_num,TechSupport_num,Faixa_Charges,Faixa_Total
8984eylll,0.0,male,0,1,0,64,1,1,fiber optic,No,1,0,1,1,1,two year,1,electronic check,105.25,6823.4,,,Alta,Alta
8984hpemb,0.0,female,0,0,0,71,1,1,fiber optic,Yes,1,1,1,1,1,two year,1,electronic check,118.65,8477.6,,,Alta,Alta
8985oopos,0.0,female,0,0,0,1,1,0,dsl,No,0,1,1,1,1,one year,0,credit card (automatic),74.1,74.1,,,Média,Baixa
8988ecpjr,1.0,female,1,1,1,34,1,1,fiber optic,No,1,0,0,0,0,month to month,1,mailed check,79.6,2718.3,,,Média,Alta
8990yozlv,0.0,female,0,0,0,69,1,1,dsl,Yes,1,0,1,0,0,two year,1,mailed check,66.9,4577.9,,,Média,Alta
8990zxlsu,0.0,female,0,0,0,9,1,0,fiber optic,No,0,0,0,0,0,month to month,0,electronic check,69.05,651.5,,,Média,Baixa
8992ceuen,0.0,female,0,0,0,1,1,0,no,No internet service,0,0,0,0,0,month to month,0,electronic check,18.85,18.85,,,Baixa,Baixa
8992jqyun,1.0,male,0,1,0,1,0,0,dsl,No,0,1,0,1,1,month to month,1,electronic check,50.35,50.35,,,Média,Baixa
8992obvdg,0.0,male,0,0,0,21,1,0,dsl,No,0,1,0,0,1,month to month,0,mailed check,61.65,1393.6,,,Média,Média
8992vonjd,0.0,female,0,0,1,13,1,0,dsl,Yes,1,0,0,0,0,month to month,1,electronic check,56.0,764.55,,,Média,Baixa
8993izeux,0.0,male,0,0,0,7,1,0,fiber optic,No,0,0,0,0,0,month to month,0,bank transfer (automatic),69.15,488.65,,,Média,Baixa
8993phfwd,1.0,female,0,0,0,3,0,0,dsl,No,0,0,0,0,0,month to month,0,electronic check,25.25,58.9,,,Baixa,Baixa
8996zroxe,0.0,male,1,0,0,57,1,0,dsl,No,0,1,1,0,0,one year,1,electronic check,53.5,3035.8,,,Média,Alta
8999bohse,1.0,female,1,0,0,11,1,0,fiber optic,No,0,0,0,1,1,month to month,0,bank transfer (automatic),89.7,1047.7,,,Alta,Média
8999exmno,0.0,female,0,1,1,19,1,0,no,No internet service,0,0,0,0,0,two year,0,mailed check,20.15,387.7,,,Baixa,Baixa
8999xxgns,0.0,female,1,1,0,72,1,1,fiber optic,No,1,1,0,1,1,one year,1,credit card (automatic),105.75,7629.85,,,Alta,Alta
8999ypybv,0.0,male,0,1,1,45,1,0,dsl,Yes,1,1,1,1,1,two year,1,mailed check,84.35,3858.05,,,Alta,Alta
9000plfuz,0.0,female,1,1,0,60,0,0,dsl,No,1,0,0,1,1,two year,1,credit card (automatic),49.45,2907.55,,,Média,Alta
9003cpath,0.0,male,0,0,0,42,1,1,fiber optic,No,0,1,0,0,0,month to month,0,electronic check,79.9,3313.4,,,Média,Alta
9013aqorl,0.0,female,0,0,1,48,0,0,dsl,No,1,1,0,0,1,month to month,0,credit card (automatic),45.55,2108.35,,,Média,Alta
9018pciok,0.0,female,0,0,0,55,1,0,dsl,No,1,1,0,0,1,two year,1,mailed check,64.75,3617.1,,,Média,Alta
9019qvlzd,1.0,female,0,0,0,1,1,0,fiber optic,No,0,0,0,1,0,month to month,0,electronic check,79.55,79.55,,,Média,Baixa
9025aomki,1.0,female,0,0,0,6,1,1,fiber optic,No,0,0,0,1,1,month to month,1,bank transfer (automatic),93.55,536.4,,,Alta,Baixa
9025zrpvr,1.0,male,0,0,0,9,1,0,no,No internet service,0,0,0,0,0,month to month,1,mailed check,18.95,185.6,,,Baixa,Baixa
9026lhevg,0.0,female,0,0,0,9,0,0,dsl,No,1,0,0,0,1,month to month,0,electronic check,40.75,359.4,,,Média,Baixa
9026rnujs,1.0,male,1,0,0,5,1,0,dsl,No,0,1,0,0,0,month to month,0,electronic check,50.35,237.25,,,Média,Baixa
9027tmatr,0.0,female,0,1,0,43,1,0,dsl,Yes,0,1,1,1,1,two year,1,electronic check,78.8,3460.3,,,Média,Alta
9027yfhqj,0.0,male,0,0,0,7,1,1,no,No internet service,0,0,0,0,0,month to month,1,bank transfer (automatic),25.05,152.95,,,Baixa,Baixa
9028lihrp,0.0,male,0,1,1,71,1,0,fiber optic,Yes,1,1,1,1,0,two year,0,credit card (automatic),100.2,7209.0,,,Alta,Alta
9029fegvj,0.0,female,1,1,0,32,1,1,fiber optic,No,0,1,0,0,0,month to month,0,mailed check,79.3,2570.0,,,Média,Alta
9030qgznl,0.0,female,0,0,0,8,1,0,no,No internet service,0,0,0,0,0,two year,0,mailed check,20.85,161.65,,,Baixa,Baixa
9031zvqpt,0.0,male,0,1,0,72,1,1,fiber optic,No,1,1,1,1,1,two year,1,electronic check,108.2,7840.6,,,Alta,Alta
9033eoxwv,1.0,female,0,0,0,12,1,1,dsl,No,0,0,1,1,1,one year,0,mailed check,74.05,872.65,,,Média,Baixa
9036cskbw,0.0,female,0,0,0,51,1,1,fiber optic,Yes,1,1,0,1,1,one year,0,bank transfer (automatic),107.45,5680.9,,,Alta,Alta
9039rbeee,1.0,male,0,0,0,39,0,0,dsl,Yes,1,0,1,1,0,month to month,1,credit card (automatic),48.95,1880.85,,,Média,Média
9039zvjdc,0.0,male,0,0,0,3,1,0,no,No internet service,0,0,0,0,0,month to month,1,mailed check,19.1,53.05,,,Baixa,Baixa
9040kzvwo,0.0,male,0,0,0,26,1,0,fiber optic,No,1,0,0,0,0,one year,0,bank transfer (automatic),75.5,2018.1,,,Média,Alta
9046dqmtp,0.0,male,0,0,0,35,1,0,no,No internet service,0,0,0,0,0,month to month,0,bank transfer (automatic),20.75,739.9,,,Baixa,Baixa
9046jbfwa,0.0,male,0,0,1,27,1,0,no,No internet service,0,0,0,0,0,month to month,0,mailed check,19.15,537.35,,,Baixa,Baixa
9048jvyvf,1.0,male,0,0,0,3,1,0,dsl,No,0,0,1,1,1,month to month,1,electronic check,69.35,191.35,,,Média,Baixa
9050ikdza,0.0,female,1,0,0,2,1,0,fiber optic,No,0,0,0,1,0,month to month,0,mailed check,81.5,162.55,,,Alta,Baixa
9050qlroh,1.0,male,0,0,0,18,1,1,fiber optic,No,0,1,0,0,1,month to month,1,credit card (automatic),90.7,1597.25,,,Alta,Média
9052dhnkm,0.0,male,0,0,0,26,1,1,dsl,Yes,1,0,0,0,0,one year,0,electronic check,61.55,1581.95,,,Média,Média
9052vkduw,0.0,female,1,1,0,65,1,1,fiber optic,Yes,1,1,0,1,1,month to month,1,credit card (automatic),109.4,7227.45,,,Alta,Alta
9053ejunl,0.0,male,0,0,0,41,1,1,fiber optic,No,1,0,0,1,0,month to month,1,electronic check,89.2,3645.75,,,Alta,Alta
9053jzfkv,1.0,male,0,0,0,67,1,1,fiber optic,Yes,1,1,1,1,1,two year,0,credit card (automatic),116.2,7752.3,,,Alta,Alta
9054fownv,0.0,male,0,1,1,22,1,1,fiber optic,No,0,1,0,1,0,month to month,1,electronic check,88.75,1885.15,,,Alta,Média
9055mojjj,0.0,female,0,1,1,64,1,0,dsl,Yes,0,0,1,1,0,one year,0,mailed check,65.8,4068.0,,,Média,Alta
9057mswco,1.0,male,1,1,0,27,0,0,dsl,Yes,0,0,0,0,0,month to month,0,credit card (automatic),30.75,805.1,,,Baixa,Baixa
9057sihch,1.0,female,0,0,0,3,1,1,fiber optic,No,0,0,0,1,1,month to month,1,electronic check,96.6,291.9,,,Alta,Baixa
9058cbreo,1.0,female,1,0,0,1,1,1,dsl,No,0,0,0,0,0,month to month,0,mailed check,50.55,50.55,,,Média,Baixa
9058hrzsv,0.0,female,1,1,0,65,1,0,fiber optic,Yes,1,1,0,0,1,month to month,0,electronic check,94.4,6126.15,,,Alta,Alta
9058mjlzc,0.0,female,0,0,0,24,1,0,fiber optic,Yes,0,0,0,1,1,month to month,1,electronic check,94.6,2283.15,,,Alta,Alta
9060hjjrw,0.0,female,0,0,0,51,0,0,dsl,No,1,1,0,1,1,one year,1,credit card (automatic),56.4,2928.5,,,Média,Alta
9061tihda,1.0,male,1,1,0,13,1,1,fiber optic,No,0,0,0,1,1,month to month,1,electronic check,95.25,1233.65,,,Alta,Média
9063zgtuy,1.0,female,0,1,1,61,1,0,no,No internet service,0,0,0,0,0,month to month,1,mailed check,19.4,1182.55,,,Baixa,Média
9065zcpqx,0.0,male,0,1,0,72,1,1,dsl,Yes,1,1,1,0,1,two year,0,bank transfer (automatic),78.85,5763.15,,,Média,Alta
9066qrsdu,0.0,female,0,1,0,69,1,1,no,No internet service,0,0,0,0,0,one year,1,electronic check,26.3,1763.55,,,Baixa,Média
9067sqtns,0.0,male,0,1,1,44,1,0,no,No internet service,0,0,0,0,0,one year,0,bank transfer (automatic),20.6,926.0,,,Baixa,Baixa
9067ygsca,0.0,female,0,0,0,70,1,1,no,No internet service,0,0,0,0,0,one year,0,credit card (automatic),26.05,1856.4,,,Baixa,Média
9068fhqhd,0.0,female,0,1,1,40,1,0,no,No internet service,0,0,0,0,0,two year,0,bank transfer (automatic),20.15,777.35,,,Baixa,Baixa
9068vpwqq,0.0,male,0,1,0,61,1,1,dsl,Yes,0,1,1,0,1,two year,0,credit card (automatic),75.35,4729.3,,,Média,Alta
9069lgeul,0.0,male,0,1,0,23,1,0,dsl,Yes,0,0,0,0,1,month to month,1,bank transfer (automatic),59.95,1406.0,,,Média,Média
9070bckqp,0.0,female,0,1,0,72,1,1,fiber optic,Yes,0,1,1,1,1,two year,1,credit card (automatic),110.15,7881.2,,,Alta,Alta
9073zziay,0.0,male,0,1,1,62,1,0,dsl,Yes,1,1,1,1,1,two year,0,electronic check,86.1,5215.25,,,Alta,Alta
9074kgvox,0.0,male,0,1,1,50,0,0,dsl,Yes,0,0,0,1,0,month to month,1,credit card (automatic),39.45,2021.35,,,Baixa,Alta
9076axyik,0.0,male,1,1,0,64,1,1,fiber optic,No,0,1,1,1,1,two year,0,electronic check,102.1,6538.45,,,Alta,Alta
9078gdrpj,,female,0,1,1,63,1,1,fiber optic,Yes,1,1,0,1,0,month to month,1,electronic check,100.55,6215.35,,,Alta,Alta
9079lwtfd,0.0,male,0,0,0,47,1,1,fiber optic,Yes,1,0,1,1,0,month to month,0,mailed check,100.75,4669.2,,,Alta,Alta
9079yexqj,1.0,female,0,0,0,54,1,1,fiber optic,No,1,1,1,1,1,month to month,0,electronic check,111.1,6014.85,,,Alta,Alta
9081wwxkp,0.0,female,0,1,1,47,1,0,no,No internet service,0,0,0,0,0,two year,0,credit card (automatic),20.25,873.4,,,Baixa,Baixa
9084oaykl,0.0,male,0,0,0,58,1,0,no,No internet service,0,0,0,0,0,two year,0,mailed check,20.8,1212.25,,,Baixa,Média
9086yjyxs,0.0,male,0,1,1,34,1,1,dsl,No,0,1,0,1,1,one year,0,bank transfer (automatic),77.2,2753.8,,,Média,Alta
9087eycpr,0.0,female,0,0,0,60,1,1,no,No internet service,0,0,0,0,0,two year,0,mailed check,25.0,1505.05,,,Baixa,Média
9089uowjg,0.0,female,0,1,1,12,1,0,dsl,No,0,1,0,1,0,month to month,1,credit card (automatic),58.35,740.55,,,Média,Baixa
9090sgqxl,1.0,male,1,1,0,68,1,1,fiber optic,No,1,1,0,1,1,month to month,1,electronic check,105.3,7299.65,,,Alta,Alta
9091wtuuy,0.0,male,0,1,1,64,1,0,dsl,Yes,0,1,1,1,0,two year,0,mailed check,69.25,4447.75,,,Média,Alta
9092gdzko,0.0,male,0,0,0,22,1,1,no,No internet service,0,0,0,0,0,month to month,1,credit card (automatic),24.85,493.4,,,Baixa,Baixa
9093fpdlg,0.0,female,0,0,0,11,1,0,fiber optic,No,1,1,1,0,1,month to month,1,electronic check,94.2,999.9,,,Alta,Baixa
9094azphk,0.0,female,0,0,0,15,1,1,fiber optic,No,1,0,0,1,1,month to month,1,electronic check,100.15,1415.0,,,Alta,Média
9095hfafx,1.0,female,0,0,0,5,1,0,fiber optic,No,0,0,0,1,0,month to month,1,credit card (automatic),81.0,389.6,,,Alta,Baixa
9097zubyc,0.0,male,0,1,0,14,1,0,dsl,No,0,0,1,0,0,month to month,0,bank transfer (automatic),48.8,664.4,,,Média,Baixa
9099ftuhs,0.0,female,0,0,0,23,1,1,dsl,Yes,0,0,0,0,0,month to month,0,electronic check,54.4,1249.25,,,Média,Média
9101bwfss,1.0,female,0,1,0,50,1,1,fiber optic,Yes,1,0,1,1,1,one year,0,electronic check,108.55,5610.7,,,Alta,Alta
9101ntixf,0.0,male,0,0,0,2,1,0,no,No internet service,0,0,0,0,0,month to month,0,mailed check,19.4,50.6,,,Baixa,Baixa
9102iayht,1.0,female,0,1,1,17,1,1,fiber optic,No,0,0,0,0,1,month to month,1,electronic check,85.45,1451.6,,,Alta,Média
9102oxkfy,0.0,male,0,0,0,59,1,1,dsl,No,0,1,0,0,0,two year,0,credit card (automatic),54.15,3116.15,,,Média,Alta
9103cxvok,0.0,male,0,1,1,1,1,0,no,No internet service,0,0,0,0,0,month to month,0,electronic check,19.75,19.75,,,Baixa,Baixa
9103tcihj,1.0,female,0,0,0,15,1,1,dsl,Yes,0,0,0,0,0,month to month,1,mailed check,55.7,899.8,,,Média,Baixa
9107ukcky,0.0,male,0,1,0,61,1,1,dsl,No,1,1,0,1,1,one year,1,electronic check,79.8,4914.8,,,Média,Alta
9108ejfjp,0.0,female,0,1,0,1,1,0,dsl,Yes,1,0,0,0,0,month to month,1,mailed check,53.55,53.55,,,Média,Baixa
9108eqpnq,0.0,female,0,1,1,10,1,1,no,No internet service,0,0,0,0,0,two year,0,credit card (automatic),26.1,225.55,,,Baixa,Baixa
9110hsgtv,0.0,female,0,0,0,69,1,0,dsl,Yes,0,1,1,1,1,two year,1,credit card (automatic),82.45,5555.3,,,Alta,Alta
9112wsnpu,0.0,female,1,0,0,35,1,0,fiber optic,No,0,0,0,0,0,month to month,0,electronic check,70.55,2419.0,,,Média,Alta
9114aafqh,0.0,female,0,1,0,48,1,0,dsl,No,1,1,0,0,1,one year,1,electronic check,65.65,3094.65,,,Média,Alta
9114dpsia,0.0,male,0,1,1,72,1,1,dsl,Yes,1,1,1,0,1,two year,0,credit card (automatic),81.0,5750.0,,,Alta,Alta
9114vepuf,0.0,male,0,1,0,62,1,1,fiber optic,Yes,1,0,0,0,1,one year,0,electronic check,96.1,6001.45,,,Alta,Alta
9115yqhga,0.0,male,0,0,0,40,1,0,dsl,No,0,0,1,0,0,month to month,1,electronic check,51.1,2092.9,,,Média,Alta
9117shlzx,1.0,male,0,0,0,1,1,0,dsl,No,0,0,0,0,0,month to month,1,mailed check,45.7,45.7,,,Média,Baixa
9121phqsr,0.0,male,1,1,0,16,1,1,fiber optic,No,0,0,0,1,0,month to month,1,credit card (automatic),85.05,1391.15,,,Alta,Média
9122umrob,0.0,male,0,0,0,1,1,0,no,No internet service,0,0,0,0,0,month to month,0,mailed check,20.3,20.3,,,Baixa,Baixa
9124lhcjq,1.0,female,0,0,0,1,1,1,fiber optic,No,0,0,0,0,1,month to month,1,mailed check,85.45,85.45,,,Alta,Baixa
9127fhjbz,0.0,male,0,1,1,72,1,1,fiber optic,Yes,1,1,1,1,1,two year,1,electronic check,114.0,8093.15,,,Alta,Alta
9127qrzmh,0.0,male,0,1,0,44,1,0,dsl,Yes,1,0,1,0,0,one year,1,bank transfer (automatic),59.85,2603.95,,,Média,Alta
9128cpxki,0.0,female,0,0,0,59,1,0,fiber optic,No,0,1,0,1,1,two year,0,electronic check,95.8,5655.45,,,Alta,Alta
9129uxerg,0.0,female,1,0,0,18,1,1,fiber optic,No,1,0,1,1,1,month to month,1,credit card (automatic),103.6,1806.35,,,Alta,Média
9133ayjzg,0.0,female,0,0,0,23,1,1,fiber optic,No,1,0,0,1,1,month to month,1,credit card (automatic),98.7,2249.1,,,Alta,Alta
9134ceqmf,1.0,male,1,1,0,7,1,0,fiber optic,No,0,0,0,1,1,month to month,1,electronic check,89.5,676.7,,,Alta,Baixa
9134wyrvp,0.0,male,0,0,0,51,1,0,fiber optic,Yes,0,0,0,1,0,one year,0,mailed check,86.35,4267.15,,,Alta,Alta
9135hswoc,0.0,male,0,1,1,64,1,0,no,No internet service,0,0,0,0,0,two year,1,bank transfer (automatic),19.7,1274.05,,,Baixa,Média
9135mgvpy,0.0,male,0,1,0,69,1,0,dsl,Yes,1,1,1,1,1,two year,1,mailed check,84.7,5878.9,,,Alta,Alta
9136alybr,1.0,male,0,0,0,1,0,0,dsl,No,0,0,0,0,0,month to month,1,mailed check,24.45,24.45,,,Baixa,Baixa
9137noqka,0.0,male,1,0,0,2,1,0,no,No internet service,0,0,0,0,0,month to month,0,electronic check,19.2,37.2,,,Baixa,Baixa
9137uiypg,0.0,female,0,1,1,35,1,0,fiber optic,Yes,0,1,1,1,1,month to month,1,electronic check,106.9,3756.45,,,Alta,Alta
9138efsmo,0.0,male,0,1,1,26,1,0,fiber optic,No,0,0,0,0,1,one year,0,bank transfer (automatic),78.95,2034.25,,,Média,Alta
9139twbas,0.0,female,0,1,0,26,0,0,dsl,Yes,1,1,0,1,0,one year,0,bank transfer (automatic),47.85,1190.5,,,Média,Média
9139wqqdy,1.0,female,0,1,1,49,1,1,fiber optic,No,1,0,0,1,1,one year,0,mailed check,100.45,4941.8,,,Alta,Alta
9140czqzz,0.0,female,0,1,0,68,1,0,dsl,Yes,1,0,1,1,1,two year,1,bank transfer (automatic),79.6,5515.8,,,Média,Alta
9142kzxop,0.0,male,0,0,0,44,1,0,fiber optic,No,0,0,0,0,0,month to month,0,credit card (automatic),68.85,2958.95,,,Média,Alta
9142xmyjh,0.0,female,0,0,0,29,1,0,no,No internet service,0,0,0,0,0,month to month,0,credit card (automatic),19.35,601.6,,,Baixa,Baixa
9143canjf,0.0,female,0,1,1,24,1,0,dsl,Yes,0,0,1,0,0,month to month,0,electronic check,55.15,1319.85,,,Média,Média
9146jriox,0.0,female,0,1,1,14,1,1,no,No internet service,0,0,0,0,0,month to month,0,mailed check,25.55,372.45,,,Baixa,Baixa
9150hepmb,0.0,male,0,0,0,56,1,0,dsl,Yes,0,1,0,0,0,one year,0,mailed check,52.7,3019.7,,,Média,Alta
9150kpbjq,0.0,female,0,0,0,6,1,0,no,No internet service,0,0,0,0,0,two year,0,credit card (automatic),19.65,116.85,,,Baixa,Baixa
9152amkak,0.0,male,0,0,0,6,1,0,dsl,Yes,0,1,1,1,1,two year,1,mailed check,80.25,493.4,,,Alta,Baixa
9153btbvv,0.0,female,0,1,0,71,1,1,no,No internet service,0,0,0,0,0,two year,0,bank transfer (automatic),25.0,1753.0,,,Baixa,Média
9154qdgth,0.0,male,0,1,1,43,1,1,fiber optic,No,0,1,1,1,1,one year,1,credit card (automatic),104.3,4451.85,,,Alta,Alta
9158vctqb,1.0,female,0,1,0,41,1,1,fiber optic,Yes,1,1,1,1,1,month to month,1,bank transfer (automatic),113.6,4594.95,,,Alta,Alta
9162mvwxh,,male,0,0,0,1,1,0,dsl,No,0,0,0,0,0,month to month,1,mailed check,45.7,45.7,,,Média,Baixa
9163ghaye,0.0,female,0,0,0,15,1,0,dsl,No,1,0,0,0,0,month to month,0,electronic check,48.85,736.8,,,Média,Baixa
9167apmxz,0.0,female,0,0,0,22,1,1,fiber optic,No,0,0,0,1,0,month to month,1,bank transfer (automatic),84.15,1821.95,,,Alta,Média
9168inpsz,0.0,female,1,1,0,44,1,1,fiber optic,No,0,1,1,1,1,month to month,0,electronic check,104.15,4495.65,,,Alta,Alta
9169bsvin,0.0,male,0,0,0,12,1,1,dsl,No,0,1,0,1,1,month to month,0,bank transfer (automatic),74.75,827.05,,,Média,Baixa
9170arbtb,0.0,female,0,1,1,52,1,0,no,No internet service,0,0,0,0,0,one year,0,credit card (automatic),19.6,1012.4,,,Baixa,Média
9170cckou,1.0,male,0,1,0,17,1,1,fiber optic,Yes,1,1,0,0,0,month to month,0,credit card (automatic),90.2,1454.15,,,Alta,Média
9170gyzjc,1.0,female,0,1,1,41,1,1,dsl,Yes,1,1,1,0,1,month to month,0,credit card (automatic),79.9,3326.2,,,Média,Alta
9172ancrx,1.0,female,0,0,0,10,1,1,fiber optic,Yes,0,0,0,1,1,month to month,1,electronic check,98.7,973.25,,,Alta,Baixa
9172jitsm,1.0,female,0,1,1,26,1,0,fiber optic,No,0,0,0,1,1,month to month,1,electronic check,90.8,2361.8,,,Alta,Alta
9173ivzvp,0.0,female,0,1,1,53,1,0,no,No internet service,0,0,0,0,0,two year,0,mailed check,20.9,1146.05,,,Baixa,Média
9174fkwze,1.0,female,1,0,0,1,1,0,no,No internet service,0,0,0,0,0,month to month,1,electronic check,19.45,19.45,,,Baixa,Baixa
9174ihetn,0.0,female,0,0,1,50,1,0,fiber optic,No,0,0,0,0,0,two year,0,credit card (automatic),70.35,3533.6,,,Média,Alta
9178jhuvj,0.0,male,0,1,1,24,1,1,no,No internet service,0,0,0,0,0,two year,1,bank transfer (automatic),24.1,587.4,,,Baixa,Baixa
9182eftqg,,female,0,1,1,41,1,1,dsl,Yes,1,1,0,1,0,one year,1,credit card (automatic),78.35,3211.2,,,Média,Alta
9184galil,0.0,female,0,1,1,38,1,0,no,No internet service,0,0,0,0,0,month to month,0,mailed check,20.45,781.25,,,Baixa,Baixa
9185tqcvp,1.0,male,0,1,0,14,1,1,fiber optic,No,0,0,0,0,1,month to month,1,electronic check,85.15,1139.2,,,Alta,Média
9189jwshv,1.0,female,1,1,0,24,1,1,fiber optic,No,0,0,0,1,1,month to month,1,electronic check,93.55,2264.05,,,Alta,Alta
9190mfjln,1.0,male,1,0,0,19,1,0,fiber optic,No,0,1,0,1,1,month to month,1,credit card (automatic),95.9,1777.9,,,Alta,Média
9191myqkx,1.0,female,0,1,0,7,1,0,fiber optic,No,0,1,0,0,0,month to month,1,bank transfer (automatic),75.15,496.9,,,Média,Baixa
9194gfvoi,0.0,female,0,1,0,42,1,1,dsl,Yes,0,1,1,1,1,two year,0,credit card (automatic),84.35,3571.6,,,Alta,Alta
9199pwqvc,0.0,female,0,1,0,63,1,1,dsl,Yes,1,0,0,1,1,one year,1,credit card (automatic),79.7,4786.15,,,Média,Alta
9200nlnpd,0.0,male,0,1,0,56,0,0,dsl,No,0,1,1,1,1,one year,1,bank transfer (automatic),54.05,2959.8,,,Média,Alta
9206gvpeq,1.0,male,0,1,0,13,0,0,dsl,Yes,0,0,1,1,1,month to month,1,electronic check,54.45,706.85,,,Média,Baixa
9207zpanb,0.0,male,0,0,0,37,1,1,dsl,Yes,1,1,1,0,0,one year,0,electronic check,67.45,2443.3,,,Média,Alta
9208olgaq,0.0,female,1,0,0,18,1,0,fiber optic,No,0,1,0,0,1,month to month,1,electronic check,84.95,1443.65,,,Alta,Média
9209nwpgu,0.0,male,0,0,0,44,1,0,dsl,Yes,0,0,1,1,0,one year,0,electronic check,65.4,2774.55,,,Média,Alta
9210iahgh,1.0,female,0,0,0,7,1,0,dsl,No,0,0,1,1,1,month to month,1,credit card (automatic),70.75,450.8,,,Média,Baixa
9214ekvxr,0.0,female,0,0,0,1,1,0,dsl,No,0,0,0,0,0,month to month,1,mailed check,44.0,44.0,,,Média,Baixa
9218tumiq,,female,0,1,1,62,1,0,fiber optic,No,1,1,0,1,1,month to month,1,electronic check,100.15,6283.3,,,Alta,Alta
9220cxrsc,0.0,female,0,1,1,69,1,1,dsl,Yes,0,0,1,0,0,two year,0,credit card (automatic),61.4,4059.85,,,Média,Alta
9220znkji,0.0,female,1,1,0,55,1,0,fiber optic,No,0,1,1,1,0,two year,0,credit card (automatic),88.8,4805.3,,,Alta,Alta
9221otivj,1.0,female,1,0,0,14,1,1,fiber optic,No,1,1,0,1,1,month to month,1,electronic check,104.85,1531.4,,,Alta,Média
9223ucpvt,1.0,female,0,0,0,1,1,0,fiber optic,No,0,1,0,1,1,month to month,0,electronic check,94.4,94.4,,,Alta,Baixa
9224vtyid,0.0,male,0,1,1,47,1,1,dsl,Yes,1,1,1,1,1,two year,1,mailed check,90.5,4318.35,,,Alta,Alta
9225bzlnz,0.0,male,0,1,0,72,1,1,dsl,Yes,1,1,0,1,1,two year,1,electronic check,85.25,6083.1,,,Alta,Alta
9227lunbg,1.0,female,0,0,0,1,0,0,dsl,No,0,0,0,0,0,month to month,0,electronic check,24.6,24.6,,,Baixa,Baixa
9227uaqft,0.0,male,0,0,0,16,1,0,no,No internet service,0,0,0,0,0,two year,0,mailed check,19.75,284.35,,,Baixa,Baixa
9227ybaxe,0.0,female,0,1,1,65,1,1,dsl,Yes,1,0,1,1,1,two year,1,bank transfer (automatic),82.5,5215.1,,,Alta,Alta
9228knqvn,,female,0,1,0,59,1,1,fiber optic,Yes,1,1,1,0,1,one year,1,credit card (automatic),107.0,6152.3,,,Alta,Alta
9229rqabd,0.0,male,0,0,0,18,1,1,no,No internet service,0,0,0,0,0,one year,0,mailed check,23.75,424.5,,,Baixa,Baixa
9231zjyam,1.0,female,1,0,0,4,1,0,fiber optic,No,0,0,0,1,0,month to month,1,electronic check,78.85,292.8,,,Média,Baixa
9233psyho,0.0,female,1,0,0,45,1,1,fiber optic,No,0,1,0,1,1,one year,1,bank transfer (automatic),100.15,4459.8,,,Alta,Alta
9236nducw,0.0,female,0,0,0,21,0,0,dsl,Yes,0,0,1,0,0,two year,0,mailed check,35.1,770.4,,,Baixa,Baixa
9237hqitu,1.0,female,0,0,0,2,1,0,fiber optic,No,0,0,0,0,0,month to month,1,electronic check,70.7,151.65,,,Média,Baixa
9239gzhze,0.0,female,0,1,0,72,1,1,fiber optic,Yes,1,1,1,1,1,two year,1,credit card (automatic),113.65,8124.2,,,Alta,Alta
9239ygybo,,female,0,1,1,13,1,0,dsl,Yes,0,0,1,0,0,one year,0,bank transfer (automatic),54.15,701.05,,,Média,Baixa
9239zbzzv,1.0,female,0,0,0,6,0,0,dsl,No,0,1,0,1,1,month to month,1,electronic check,47.95,305.1,,,Média,Baixa
9242tkfsv,0.0,male,0,1,1,72,0,0,dsl,Yes,1,1,1,1,1,two year,1,credit card (automatic),65.1,4754.3,,,Média,Alta
9243tuybl,,male,1,1,0,28,1,1,fiber optic,No,1,0,1,1,1,month to month,1,electronic check,105.8,2998.0,,,Alta,Alta
9244zvapm,0.0,male,0,0,0,1,1,0,dsl,No,0,0,0,0,0,month to month,0,mailed check,45.6,45.6,,,Média,Baixa
9248ojykk,1.0,male,1,0,0,1,1,1,fiber optic,No,0,0,0,0,0,month to month,1,electronic check,76.45,76.45,,,Média,Baixa
9249fxsck,1.0,female,0,0,0,52,1,1,fiber optic,Yes,1,0,1,1,1,one year,1,credit card (automatic),111.25,5916.45,,,Alta,Alta
9250wypll,1.0,female,0,0,0,5,1,1,fiber optic,No,0,0,0,0,0,month to month,0,electronic check,75.55,413.65,,,Média,Baixa
9251awqgt,0.0,female,0,1,1,48,1,0,no,No internet service,0,0,0,0,0,two year,0,mailed check,20.0,935.9,,,Baixa,Baixa
9251wnsod,0.0,female,0,1,0,67,1,1,dsl,Yes,1,1,0,0,1,one year,0,mailed check,75.1,5064.45,,,Média,Alta
9253qxkbe,1.0,male,1,1,0,29,1,1,fiber optic,No,0,0,0,1,1,month to month,1,electronic check,94.45,2653.65,,,Alta,Alta
9253vifjq,0.0,male,0,1,0,65,1,1,dsl,Yes,1,1,0,0,0,one year,0,credit card (automatic),67.05,4309.55,,,Média,Alta
9254rbfon,1.0,female,0,1,1,17,1,0,fiber optic,No,0,1,1,1,1,one year,0,bank transfer (automatic),98.6,1704.95,,,Alta,Média
9256jtbnz,0.0,female,0,0,0,11,1,0,no,No internet service,0,0,0,0,0,month to month,0,bank transfer (automatic),20.3,246.3,,,Baixa,Baixa
